Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,03.03.2021,3,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка полотенец,03.03.2021,3,500,0,,1000,1000
Товар,,Расход,Наличные,Прочие расходы,03.03.2021,3,150,,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,03.03.2021,3,0,0,,4500,4500
Товар,,Расход,Наличные,Закупка полотенец,03.03.2021,3,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.03.2021,3,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,03.03.2021,3,500,0,,1000,1000
Товар,,Доход,Наличные,Продажа геля,03.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,03.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,03.03.2021,3,0,0,,5500,5500
Услуга,42gbcz2040603,Доход,Безнал,Стрижка старшего мастера,03.03.2021,3,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Обычная стрижка,03.03.2021,3,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка резинок,03.03.2021,3,250,,,500,500
Товар,,Доход,Безнал,Продажа геля,03.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,04.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,04.03.2021,3,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,04.03.2021,3,250,0,,500,500
Товар,,Доход,Безнал,Продажа геля,04.03.2021,3,150,0,,300,300
Товар,,Расход,Наличные,Прочие расходы,04.03.2021,3,150,0,,300,300
Услуга,,Доход,Наличные,Обычная стрижка,04.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,04.03.2021,3,500,0,,1000,1000
Товар,42gbcz1742768,Доход,Наличные,Продажа шампуня,04.03.2021,3,250,75,"0,15",500,425
Товар,,Доход,Наличные,Продажа геля,04.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,04.03.2021,3,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа геля,04.03.2021,3,150,0,,300,300
Товар,,Расход,Безнал,Закупка резинок,04.03.2021,3,250,,,500,500
Товар,,Расход,Безнал,Прочие расходы,04.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,04.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,04.03.2021,3,0,0,,5500,5500
Услуга,42gbcz1501220,Доход,Наличные,Стрижка старшего мастера,04.03.2021,3,0,550,"0,1",5500,4950
Услуга,42gbcz3647017,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,450,"0,1",4500,4050
Услуга,42gbcz1665813,Доход,Безнал,Стрижка и укладка,04.03.2021,3,0,450,"0,1",4500,4050
Услуга,,Доход,Наличные,Стрижка и укладка,04.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,42gbcz1642755,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Обычная стрижка,05.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,42gbcz2329189,Доход,Наличные,Стрижка и укладка,05.03.2021,3,0,675,"0,15",4500,3825
Товар,42gbcz2955350,Доход,Наличные,Продажа шампуня и кондиционера,05.03.2021,3,500,150,"0,15",1000,850
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,05.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,42gbcz3256737,Доход,Безнал,Обычная стрижка,05.03.2021,3,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Товар,42gbcz2696545,Доход,Безнал,Продажа шампуня,05.03.2021,3,250,75,"0,15",500,425
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,05.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,05.03.2021,3,150,0,,300,300
Услуга,42gbcz549378,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Закупка резинок,05.03.2021,3,250,0,,500,500
Услуга,,Доход,Наличные,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,42gbcz1663341,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,05.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,42gbcz2637736,Доход,Безнал,Обычная стрижка,05.03.2021,3,0,525,"0,15",3500,2975
Услуга,42gbcz1126452,Доход,Наличные,Обычная стрижка,05.03.2021,3,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,05.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Наличные,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,06.03.2021,3,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Товар,,Расход,Безнал,Прочие расходы,06.03.2021,3,150,0,,300,300
Услуга,42gbcz2271492,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа геля,06.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,06.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Услуга,42gbcz2160230,Доход,Безнал,Стрижка старшего мастера,06.03.2021,3,0,825,"0,15",5500,4675
Товар,,Расход,Безнал,Закупка полотенец,06.03.2021,3,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,06.03.2021,3,0,0,,5500,5500
Услуга,42gbcz559278,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа шампуня,06.03.2021,3,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,06.03.2021,3,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,06.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,06.03.2021,3,500,0,,1000,1000
Услуга,,Доход,Наличные,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,06.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,06.03.2021,3,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,06.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,06.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,07.03.2021,3,0,0,,3500,3500
Товар,,Расход,Безнал,Прочие расходы,07.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,07.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,07.03.2021,3,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,07.03.2021,3,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,07.03.2021,3,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,07.03.2021,3,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня,07.03.2021,3,250,0,,500,500
Услуга,,Доход,Наличные,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,07.03.2021,3,500,,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,07.03.2021,3,0,0,,3500,3500
Товар,,Расход,Безнал,Прочие расходы,07.03.2021,3,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,07.03.2021,3,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,07.03.2021,3,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,07.03.2021,3,0,0,,5500,5500
